question_id,title,content,asker_name,asker_email,category,difficulty,likes,is_resolved,created_at
152,Adipisci alias velit ipsa amet iure quaerat.?,"Maiores voluptatibus illum numquam optio explicabo cupiditate. Fugit soluta quos incidunt officiis minus distinctio. Quaerat enim natus.
Saepe enim qui sunt eos suscipit. Soluta est repudiandae quaerat fugit cumque. Exercitationem impedit excepturi.
Molestiae quas fugit qui maiores sint. Minima ullam est nulla odio amet similique ducimus.
Dolor nihil provident et adipisci voluptas nostrum. Ipsum odit est doloremque recusandae.
Voluptatem laboriosam quod magnam sapiente enim necessitatibus.",박중수,jeongsu66@example.net,생활,초급,93,True,2024-10-13 08:17:01.176767
153,Dolores accusamus nobis necessitatibus amet.?,"Mollitia voluptatum ipsam odit nobis. Dignissimos in corrupti rem vitae excepturi. Cum esse eligendi dignissimos debitis. Doloribus occaecati quis incidunt iusto ipsam ullam.
Delectus sapiente veniam voluptatum error deleniti ratione. Sed consectetur quasi odio laborum sint earum.
Odit laborum temporibus ipsa. Quo nam praesentium atque soluta aut.",이승현,gimminji@example.org,기술,중급,88,True,2024-09-22 04:27:56.695356
154,Libero repellendus ea excepturi totam recusandae corporis error quod.?,"Ab tempora recusandae ipsam dolore deserunt. Quaerat adipisci culpa iusto quam sed beatae. Voluptatibus quisquam odit voluptas.
Ipsa magnam aspernatur consectetur id velit. Perspiciatis id non. Distinctio odio qui commodi nam maiores. Quo dolores officia quisquam repudiandae aperiam provident.
Sint accusantium voluptatem excepturi architecto aut sunt. Minus officiis accusantium eaque distinctio delectus. Dolorum quam velit tempora nesciunt officiis. Optio a aperiam minima magni accusamus.",최영일,yejun83@example.com,기타,초급,69,False,2025-01-07 14:24:33.184032
155,Delectus eos facilis iure voluptate.?,"Esse officia illo temporibus odit at maiores. Corrupti praesentium sapiente error aliquid ad officia eligendi. Tempora sint voluptas fugiat dignissimos quam quisquam.
Tempora veniam fugiat adipisci vitae. Similique similique voluptatem corporis.
Labore blanditiis modi repellat. Illum minus corporis corporis ut fugiat et. Praesentium in veniam fuga minima ducimus dolore vitae.
Necessitatibus vel molestias minus eius veritatis.",박서연,eunjusong@example.com,기술,중급,35,False,2025-04-18 23:04:18.488531
156,Delectus ullam sit error autem enim suscipit quam delectus eveniet.?,"Impedit ducimus iusto incidunt quidem nihil iusto. Quibusdam harum iusto provident ipsum tempore tempore. Nesciunt facilis aliquid modi.
Fugit iure consequuntur error quia.
At deserunt modi quisquam. Ipsum doloribus a adipisci quidem inventore. Fuga eius earum cumque accusantium animi voluptate.
Itaque quod expedita sed. Debitis nostrum a doloremque tenetur veniam ratione.
Sed illo quibusdam deserunt assumenda. Sunt nulla quaerat corporis tempora fuga esse.",강경희,ganggyeongsu@example.org,건강,초급,45,True,2025-03-24 18:43:22.758942
157,Vitae velit praesentium voluptatem aut distinctio et.?,"Explicabo maxime officiis rerum adipisci aliquid. Deleniti distinctio debitis non fuga quasi amet.
Molestias a quidem in. Unde id unde corrupti quo. Deleniti vero ab autem.
Tempora officiis sed occaecati. Tenetur animi placeat sequi ipsum quam. Illum accusamus adipisci consectetur sequi eos.
Doloremque ad unde eligendi. Dignissimos autem ullam nisi.
Quod aspernatur cumque rem illum iure ad placeat. Repellat repellat cupiditate odio. Aspernatur iusto explicabo tempora impedit et tempora nulla.",문수빈,yeongja99@example.org,취업,초급,6,True,2024-06-25 10:27:14.747202
158,Nemo blanditiis cupiditate fuga eaque ut magni a sunt.?,"Accusamus consequatur veniam iure. Ducimus harum excepturi. Dicta fugiat iusto sequi quos aliquid ea.
Incidunt consequuntur mollitia cupiditate. Pariatur ratione vero minus magnam dolorum.
Blanditiis quaerat facilis recusandae reprehenderit. Molestias numquam pariatur velit facilis. Ipsa dolor recusandae debitis sint. Dolore qui ullam molestiae minus quis.
Amet repudiandae vitae debitis consequuntur exercitationem. Facilis consequatur ad vel.
Reiciendis voluptatibus suscipit.",권서영,gimjongsu@example.org,생활,고급,20,True,2024-06-23 13:43:46.394476
159,Repellat illo delectus a voluptates delectus expedita natus libero reprehenderit.?,"Quas commodi saepe vitae. Placeat eius incidunt minima alias.
Neque architecto sint blanditiis fuga voluptate. Sunt magnam quia. Praesentium quisquam harum iusto.
Hic ipsa qui deleniti quam facere. Non est suscipit rerum nisi esse enim.
Corrupti officiis harum voluptatem eum pariatur mollitia. Soluta sunt iusto. Occaecati a sunt iusto.
Quam sit error suscipit et non. Eveniet quasi ea sed ipsum unde.
Assumenda repellendus nam sequi laudantium ipsa. Fugit ipsam repudiandae adipisci.",허영미,yeongmigim@example.net,기술,초급,54,False,2024-08-20 23:39:57.610381
160,Dolorum aliquid itaque temporibus magni.?,"Nisi sunt nobis expedita numquam eius veritatis. Tempora eveniet quo asperiores magni repudiandae. Nesciunt alias quae iure explicabo unde velit.
Deleniti voluptatem nobis eius delectus. Distinctio ad laboriosam unde. Ea maxime officiis molestias esse.
Atque sit aut odit omnis minima. Est magni odio optio sit ducimus. Officiis deleniti praesentium reiciendis.",이상훈,caeweon42@example.net,건강,초급,94,False,2024-11-09 17:17:48.542812
161,Non accusamus alias nam odio sit velit.?,"Optio ratione officiis.
Illum quisquam modi tempora praesentium sint sint. Dolore a magni. Eligendi et perspiciatis iusto ex consequatur.
Omnis optio modi quas. Consequatur asperiores porro ipsam eaque sed. Vero dolores iure exercitationem.
Placeat sint neque et. Quasi eius excepturi voluptas porro nostrum. Ut vel molestias rerum eaque nostrum.
Pariatur error dicta tenetur veritatis sit velit. Dolor soluta corporis eum.",이경수,ijinho@example.org,건강,중급,36,True,2024-08-12 11:23:36.611811
162,Molestias enim eum reprehenderit repellat eius doloribus deserunt distinctio quis.?,"Voluptate corporis debitis odit minima. Ut minima cumque adipisci possimus nostrum.
Voluptatem fugit quasi error. Odio placeat dolor ullam.
Perferendis aperiam veritatis animi quis sed nemo. Delectus magnam in laborum. Magnam possimus natus facere.
Mollitia numquam officiis doloribus laudantium a incidunt at. Rerum qui tempora dolore dolorum blanditiis voluptates.
Eaque excepturi autem possimus in pariatur. Suscipit minima fugit.",박지연,pgim@example.com,기술,초급,17,True,2024-08-02 13:11:35.602274
163,Ullam temporibus magni magnam magnam.?,"Temporibus sed aliquid in maxime. Distinctio incidunt accusantium asperiores. Earum porro sequi odio architecto qui natus incidunt. Provident dolor eveniet amet quia.
Voluptas quaerat vitae voluptatum in iste fugit. Eum atque architecto libero deserunt minus. Quisquam aliquam vero iste dolore unde ducimus laborum.
Deleniti eos quos quae qui dignissimos dolorum. Corporis quos rem commodi beatae. Odio fuga rerum explicabo repellat explicabo perferendis.",손경수,yeongceolgim@example.org,기타,초급,20,False,2024-09-24 03:00:08.056334
164,Eaque quibusdam eum exercitationem nulla rerum cum illo.?,"Voluptatum nemo ipsam explicabo. Eaque vitae officia illo.
Laudantium exercitationem laborum quae earum occaecati libero. Consequuntur illum ad assumenda maxime. Amet rerum dolorem veniam.
Nostrum nam laudantium consequatur. Ipsa alias maxime perferendis.
Ullam autem unde accusantium eos harum temporibus. Quisquam itaque inventore ipsa quo nulla totam.
Optio ullam ad sapiente excepturi. Consequuntur distinctio odit optio quis corporis culpa. Voluptas officia facere tempora.",조현주,lbag@example.net,건강,중급,100,False,2024-06-02 20:16:30.772982
165,Iste non possimus cumque autem quae commodi.?,"Dignissimos odit cum ipsum. Exercitationem dolore quia reiciendis nostrum ab libero. Rerum minus esse quis. Non saepe tenetur tempore.
Nostrum maxime quaerat quod quod sed repudiandae. Asperiores illum magni culpa veniam commodi nemo aut.
Rem optio quo quis. Amet inventore similique.
Odio perferendis asperiores dignissimos aliquid reiciendis voluptates. Similique libero ullam sed voluptas reprehenderit velit. Incidunt est similique necessitatibus voluptatum.
Cupiditate earum iste magnam.",이민준,gweonsumin@example.net,기술,초급,11,False,2024-10-01 09:50:07.228231
166,Assumenda sapiente temporibus consectetur eos.?,"Consectetur mollitia ab animi. Accusamus et accusamus eius libero earum officiis aperiam. A eveniet pariatur impedit. Numquam deserunt ut veritatis.
Officiis atque odio cum sapiente distinctio rem. Eum facilis ex illum libero illum. Delectus vel neque corporis natus qui nostrum. Temporibus quae non deleniti odio.
Nemo aut nisi sint. Repellendus quos illo rem nesciunt quae voluptas. Dolorum laborum molestiae iure neque amet. Atque dolorum aspernatur voluptas molestiae porro harum.",이정희,ceom@example.org,기술,중급,84,True,2025-04-26 10:11:23.252889
167,Veniam amet dolor accusamus neque nobis voluptatum velit aspernatur omnis.?,"Dignissimos at iusto quia. Fuga consequatur minima amet delectus non maiores. Voluptatem voluptatibus sunt pariatur facere aut.
Doloribus inventore commodi numquam sit. Sit nemo reprehenderit earum.
Cum amet ipsum officiis. Saepe velit soluta. Ab doloribus ipsa eveniet aliquam eveniet quisquam aperiam.
Tempora tenetur at. Quos ad natus natus.
Totam dolorem qui modi. Quasi numquam nam inventore accusantium. Deleniti vero ipsam officia ullam aspernatur facere quaerat.",권혜진,cunjao@example.org,기타,고급,35,True,2025-05-04 01:38:54.691121
168,Dignissimos officiis quis voluptates doloribus.?,"Praesentium nobis esse consequatur voluptatum eum. Ex distinctio rerum qui velit. Sed atque quidem maxime necessitatibus consectetur aliquam.
Nemo porro excepturi eius eaque ea voluptate. Accusamus corrupti veniam molestias occaecati corrupti eligendi.
Saepe alias quisquam placeat. Excepturi corporis quas. Dolorem hic odit debitis doloribus dolorem nulla.
Perspiciatis ratione expedita sunt suscipit accusamus.
Minima vero laborum iste. Rerum sapiente accusamus fugiat expedita quasi.",고영희,geonugim@example.net,생활,고급,4,False,2024-06-23 07:54:07.670201
169,Quis id soluta officia repudiandae.?,"Iste harum itaque possimus ex placeat aut.
Ut numquam modi illo autem doloremque voluptatem. Officiis officiis similique dolorem ut. Ab fuga iusto sequi error. Distinctio aspernatur repellendus omnis.
Illum commodi qui ex. Aliquam doloribus ratione tenetur inventore nemo rem.
Possimus blanditiis reiciendis cum doloribus placeat ab eligendi. Molestiae corporis ullam hic ipsum assumenda tenetur officiis.",권미영,coeseoyun@example.org,건강,초급,26,False,2025-02-20 23:40:41.514025
170,Maxime rerum blanditiis ullam quia numquam in odio excepturi.?,"Fugiat sapiente minima non corporis. Eveniet quisquam maiores non. Molestiae assumenda molestiae nemo porro sed tempore.
Voluptates aspernatur deserunt molestias quos illum atque. A fugiat natus accusamus.
Ipsum unde provident. Soluta praesentium rerum nobis. Vero voluptatem voluptatibus veniam eaque repellendus.
Quis ipsa minima aliquam aliquam. Minima dignissimos minus omnis voluptatem ullam suscipit. Eaque temporibus adipisci culpa.",심성수,lgim@example.com,취업,초급,86,True,2024-07-12 16:20:00.134608
171,Nemo id voluptates fugit asperiores fugit nihil maiores possimus.?,"Cumque ipsa quo pariatur dolorem. Eligendi animi possimus incidunt praesentium accusantium. Culpa doloremque voluptate. Dolor omnis facilis assumenda facilis molestiae perferendis dolore.
Delectus praesentium libero repellat officiis architecto rem cum. Enim esse distinctio ratione at. Id quaerat quas perferendis.
Ducimus sequi accusamus modi vel. Repellendus id molestias dolorum labore totam quaerat quas.
Iste dolor sapiente sunt dicta quasi rerum nesciunt. Sit vitae ipsam ducimus suscipit.",안영일,tmin@example.org,학습,초급,46,False,2025-02-19 08:22:34.921041
172,Necessitatibus labore omnis atque ex voluptatibus earum cupiditate alias nostrum.?,"Aliquid numquam possimus ea necessitatibus iure. Magni eum possimus a eaque.
Voluptate quaerat adipisci ducimus illo. Architecto quibusdam in nesciunt magni. Nemo repudiandae explicabo vero.
Quae iusto saepe. Debitis error sint dolor facere. Aliquid alias eveniet provident ipsum id.
Dicta quis perspiciatis commodi laudantium reprehenderit cumque. Voluptate ipsa voluptas adipisci tempora sit.",양성진,xgim@example.net,기술,초급,89,True,2024-10-03 17:05:44.289624
173,Assumenda magnam molestias esse nam dolores blanditiis ab quia eius.?,"Tempore iure consequatur dolor eligendi possimus temporibus. Alias repellat numquam beatae sit et.
Unde error labore cupiditate. Nobis iure sint. Ab tempore similique dignissimos nemo. Nesciunt sunt eius in voluptates.
Facilis pariatur fugiat fugiat necessitatibus ipsam illo. Voluptatibus dolores repellat debitis.
Placeat accusamus doloremque quod eum odit illo. Deleniti accusantium maiores facere. Consectetur reiciendis eaque impedit beatae suscipit. Dolores pariatur dolores earum commodi.",오지영,caeweon25@example.net,생활,고급,89,False,2025-02-20 10:53:24.708078
174,Inventore consequuntur esse accusamus eveniet nisi.?,"Quam maiores explicabo laborum deleniti officia consectetur. Vel fugiat laborum ipsam.
Quisquam fugiat dignissimos deserunt molestias quas culpa. Dolore doloremque alias et.
Facilis pariatur ipsum excepturi error. Vero adipisci voluptatibus reprehenderit accusamus at fugit enim.
Occaecati illo fugiat quam corrupti. Maxime error similique dolore excepturi. Voluptatem molestiae soluta cumque facilis nihil.
Ut laudantium itaque voluptas beatae fugiat libero. Quos soluta expedita quasi nostrum.",박민재,seongmini@example.com,생활,중급,28,True,2024-11-29 13:08:53.071583
175,Deleniti voluptatibus explicabo molestias ducimus atque commodi repellendus.?,"Error praesentium consequuntur voluptatum facilis voluptates. Temporibus temporibus consequatur nam. Ab nemo distinctio veritatis adipisci amet dolores.
Adipisci quisquam fugiat. Velit quas repudiandae voluptates alias optio in debitis. Explicabo autem porro soluta quisquam quae suscipit earum.
Adipisci ab voluptate delectus repudiandae culpa. Eum sunt accusamus rerum consectetur possimus.
Delectus illo dicta minus. Quia amet atque recusandae libero ea eius commodi.",박수빈,jeongsig87@example.com,기술,중급,27,False,2024-06-29 22:22:29.503866
176,Odit necessitatibus asperiores deleniti nesciunt.?,"Ad adipisci temporibus nostrum culpa architecto vel. Laboriosam eligendi temporibus consequatur voluptas mollitia commodi dolorem. Dolor doloribus quibusdam magni atque.
Eligendi possimus harum vero delectus. Necessitatibus inventore in. Officia corporis mollitia ratione a veniam.
Suscipit neque porro. Quasi corrupti deserunt. Odio accusamus dolor accusamus recusandae temporibus occaecati veritatis.
Facilis reprehenderit similique repellendus doloribus consequuntur.",강승현,gimhyeonji@example.org,건강,중급,37,True,2024-10-26 18:08:51.371681
177,Fugit ullam porro temporibus eos vel repellendus.?,"Harum aspernatur quibusdam repellendus.
Voluptatum ex officia quo sint. Eum libero cupiditate.
Facere nulla id sit. Ipsum totam praesentium praesentium perferendis neque provident.
Eius ipsa excepturi at eaque architecto. Fugit quod eaque reprehenderit et odit.
Deleniti minima illum voluptatum tempora. Aliquam corrupti quia. Iusto sapiente odio quaerat adipisci soluta voluptates.
Ut exercitationem pariatur at quo temporibus facilis.",윤지원,coejiyeon@example.org,건강,중급,37,True,2024-12-05 05:42:09.966618
178,Quaerat enim earum magni vel nemo.?,"Possimus maiores doloremque neque veniam sapiente voluptas. In quod nostrum a nesciunt a tempora. Non vel iste molestiae a repellendus.
Explicabo rerum autem rerum. Magnam quos minima neque deleniti. Molestias beatae quo fugiat voluptates nam.
Rerum architecto ducimus porro reiciendis porro laborum. Blanditiis sequi quam sunt cumque neque cumque.",한도윤,seonghobae@example.net,취업,초급,66,False,2024-12-31 07:52:25.337445
179,Iste libero architecto explicabo quis perferendis deserunt.?,"Delectus earum veniam delectus officia nulla. Quae praesentium necessitatibus voluptas. Architecto maxime similique sint placeat cumque.
Quas facilis eveniet similique. Nihil veniam alias quisquam facere blanditiis.
Libero placeat quaerat atque eligendi pariatur at. Voluptatibus voluptas blanditiis qui iusto sunt. Labore reiciendis totam deleniti.
Perferendis a iusto consectetur eius voluptatum nam enim. Perferendis reiciendis ducimus est.
Molestiae explicabo veritatis modi porro.",이정희,whan@example.net,기타,고급,84,True,2024-11-29 14:14:00.589069
180,Minima delectus eum accusantium laborum officia.?,"Officia officia voluptates eveniet.
Non ex molestias corporis. Non dolorem eligendi unde maxime voluptatem sit tenetur. Soluta blanditiis quasi atque autem.
Laudantium sit deserunt perferendis ratione unde. Pariatur similique optio enim dicta nemo eveniet.
Velit molestiae voluptas voluptate iure. Officiis sint reiciendis temporibus ratione. Aut expedita blanditiis pariatur harum eos velit.",황수빈,seojeongja@example.com,학습,고급,55,False,2025-03-12 03:28:21.568708
181,Nihil doloremque fugit voluptatem amet quia fuga sapiente sit.?,"Ab unde necessitatibus enim minus eos nemo. Inventore consequuntur labore. Libero nobis tempora ex quaerat cumque error modi.
Harum accusamus sequi voluptas vitae cupiditate. Nobis praesentium suscipit unde autem. Perferendis maxime voluptatum.
Minus aliquam quae ab. Exercitationem culpa reiciendis quaerat.
Iste architecto ex nisi. Optio consectetur deleniti recusandae repellendus placeat.
Cumque aliquid temporibus culpa inventore at.
Quo illo reprehenderit quae distinctio.",장은지,eunju97@example.net,기타,중급,89,False,2024-08-24 05:27:36.718895
182,Suscipit eligendi cumque commodi sunt deserunt nam impedit voluptatibus atque.?,"Fuga maxime perferendis velit itaque. Deserunt quasi dolorem expedita commodi perferendis. Culpa nostrum molestias repudiandae optio.
Dolorem culpa voluptatem molestias voluptatibus. Nisi dolores iusto mollitia veniam eligendi.
Excepturi qui ipsa nulla laudantium. Vitae minima deserunt facere mollitia dolore quasi. Explicabo ratione cumque porro. Inventore magnam debitis voluptatum quidem fugiat unde.
Aliquid alias quidem. Architecto deleniti ducimus ipsum exercitationem.",오영자,gimdonghyeon@example.com,기술,고급,59,True,2024-08-24 09:20:05.879512
183,Numquam asperiores commodi totam sunt cumque culpa aliquid ipsum nisi.?,"Provident ipsam cupiditate. Assumenda iure eveniet laudantium eum.
Blanditiis occaecati ad dignissimos neque molestias voluptas fugit. Aut illum similique officia molestiae. Accusantium iusto iste nobis quibusdam.
A placeat sint natus. Recusandae eveniet eos vitae perspiciatis neque nisi.
Harum illum dicta nihil. Culpa eaque nulla labore eos. Aperiam harum aliquid sint numquam assumenda. Veritatis repudiandae consequuntur adipisci assumenda incidunt culpa.",김예준,qgim@example.org,학습,고급,81,False,2025-03-07 10:25:33.448001
184,Ut voluptatum ex temporibus aperiam veritatis est quod eius est.?,"Nulla nobis nulla explicabo itaque. Consequatur perferendis excepturi maxime eum architecto. Recusandae dolorem accusamus vel tempore.
Rem vel quibusdam numquam. Repudiandae possimus quae at. Consequuntur nemo consequatur quod minima quas consectetur. Labore sapiente quia deserunt animi animi consequuntur.
Itaque consequatur sapiente iure beatae. Libero fugiat ut iure soluta. Ipsum assumenda excepturi culpa soluta debitis nemo.",김은주,yeonghobag@example.net,건강,초급,78,False,2025-03-09 09:34:20.132392
185,Quae assumenda in ab iste ipsa aut asperiores.?,"Quos sequi voluptas hic officia deleniti laudantium. At in harum nesciunt recusandae. Et repellat facilis maiores veritatis optio dolor.
Aperiam culpa rem illo voluptatum repellat quisquam. Soluta facere sequi neque aspernatur architecto quisquam suscipit.
Eos maiores aliquid nobis. Repudiandae vel hic rerum. Similique ex ipsa animi illum adipisci.",김성민,ibag@example.com,기술,중급,6,False,2025-03-06 09:30:29.696657
186,Debitis perspiciatis quia molestias ex atque odio ducimus earum esse.?,"Maxime enim voluptas magnam libero. In aspernatur soluta.
Perferendis accusamus nulla alias facilis nulla odit. Ut modi temporibus nam tempore. Placeat labore placeat quo dolor fuga vitae.
Modi dicta officiis pariatur exercitationem et. Itaque labore numquam earum sapiente recusandae.
Optio animi necessitatibus. Sint distinctio nisi sunt placeat. Quis officiis possimus at dolores est amet et.",김윤서,bgim@example.org,취업,고급,11,False,2024-12-28 14:21:23.085757
187,Expedita cumque magnam maxime suscipit consequuntur minus sed sint nostrum debitis.?,"Voluptates quidem amet corporis a nam reprehenderit. Animi inventore laboriosam. Veniam distinctio culpa vero rem quia est. Deserunt tempore modi nemo.
Repudiandae inventore facilis eos magni ex. Ullam inventore provident accusamus fugiat dolorum.
Rerum voluptas neque sed. Quia commodi dolor. Id corporis voluptatum quibusdam velit.
Qui delectus sequi quam ex.",이영일,ogjason@example.org,건강,고급,62,False,2024-06-28 08:47:24.463922
188,Consequuntur natus ratione molestiae dicta illum necessitatibus.?,"Explicabo quaerat alias sunt a. Eum necessitatibus non illo suscipit a vitae dolore. Ea accusamus dolor nobis.
Doloribus mollitia harum tenetur vero ab repellat. Occaecati ducimus facere non rem molestiae nisi. Facilis qui sint in.
Nulla laborum eos facilis totam odio.
Dolores harum alias voluptatem. Nemo consectetur eos officia. Voluptas quo dolorum eveniet.
Debitis unde natus praesentium quas. Ad minima placeat tempora itaque ullam. Sequi omnis ipsum quas nulla enim.",서서윤,yujini@example.com,기타,고급,26,False,2025-04-27 08:46:29.622726
189,Voluptatibus sequi ut eligendi adipisci.?,"Reiciendis accusamus doloremque labore. Aperiam perferendis voluptas ratione laudantium repudiandae. Corrupti et delectus amet. Repellat nemo ea dolor nulla ipsam.
Dignissimos nesciunt animi cupiditate. Porro autem expedita eum expedita.
Perferendis numquam reiciendis accusamus nesciunt. Error amet error libero dignissimos eos corrupti.
Soluta voluptates odio officia adipisci totam. Necessitatibus dolores fugit minima. Sit enim perferendis quibusdam facere consequatur perferendis.",이영식,kjo@example.org,기타,초급,25,False,2025-03-26 19:54:40.297371
190,Nobis cupiditate voluptatibus amet sunt quo facere nostrum.?,"Vel inventore sed id dolore reiciendis. Nihil maiores quam quaerat. Alias delectus sapiente exercitationem.
Perspiciatis necessitatibus minus porro ratione nemo neque eius. Blanditiis numquam illo odit animi qui quidem cumque.
Dolorum fuga expedita minima reprehenderit dignissimos culpa autem. Ipsam dicta minus voluptates praesentium sapiente rerum. Soluta sapiente architecto provident quae laboriosam eius ex.",홍혜진,gimyeongsig@example.org,생활,중급,83,False,2024-08-20 14:15:14.451556
191,Alias pariatur doloremque ipsam nulla tempora voluptatibus temporibus.?,"Consequatur amet occaecati adipisci laudantium ducimus nesciunt. Molestiae ullam eaque esse harum aspernatur. Consequatur magni fugit excepturi dicta vel.
Ea numquam reiciendis quaerat. Asperiores eaque recusandae repudiandae ratione.
Quod harum labore nesciunt saepe veniam fuga. Vero sapiente ex consequuntur.
Accusamus illum autem officia officia eius officiis. Sit labore nobis perferendis necessitatibus mollitia accusantium ipsam.",이은영,coehyeonsug@example.net,기타,초급,88,False,2025-01-28 10:47:37.166182
192,Deserunt eligendi sunt fuga libero exercitationem explicabo.?,"Quod ex quos fugit. Atque ipsam incidunt.
Repudiandae aut repudiandae mollitia reiciendis. Quibusdam dolore porro iste maiores modi. Deleniti perferendis maxime minus nesciunt deserunt.
Voluptatum maiores dignissimos ut cumque impedit ipsam laudantium. Fugiat aut sit consequuntur fuga dicta. Recusandae illum quos tempora.
Minus eligendi molestiae consectetur ad assumenda. Voluptates sunt quibusdam soluta distinctio. Laboriosam possimus commodi nulla doloribus eligendi beatae.",주순옥,gimyeongceol@example.net,취업,중급,59,False,2025-05-01 19:58:49.894267
193,Repudiandae reprehenderit ad blanditiis dolores voluptate id totam.?,"Eum veritatis doloremque impedit quidem. Delectus excepturi animi nesciunt maxime voluptatibus. Error consequuntur quia quisquam illum quae.
Earum nulla eveniet quos eligendi odit voluptatem expedita. Aliquam et temporibus similique voluptatum eos. Incidunt est quibusdam ducimus numquam dolorum voluptatem.
In id pariatur et porro modi. Reiciendis totam quibusdam. Quis culpa nobis atque harum.",김재현,ji@example.net,기술,고급,16,True,2024-09-08 10:05:31.499877
194,Eius dolores blanditiis error soluta nihil pariatur.?,"Sed labore sapiente omnis molestias fuga provident eligendi. Ullam corporis possimus quae.
Consequatur aliquid praesentium id eum. Id quia ipsam fugiat.
Nobis quaerat occaecati sapiente molestiae. Quisquam sequi vitae et inventore provident quas. Voluptate optio sed a asperiores.
Nam beatae neque. Molestiae unde distinctio tenetur quia. Inventore debitis aspernatur similique.
Ducimus ex tenetur cum quod ipsum nostrum. Animi eius explicabo porro omnis aspernatur ex.",이성진,gyeongsu07@example.com,기술,초급,32,False,2024-11-08 18:39:16.212348
195,Alias eaque sit quas sint laborum ipsa.?,"Voluptatem ipsam beatae quibusdam consectetur occaecati. Velit atque nobis reprehenderit aperiam animi doloremque. Sequi provident tenetur voluptas vel.
Nostrum ipsa eveniet doloribus culpa voluptate deleniti. Facere nihil et delectus perferendis nam omnis.
Ad quidem facilis nostrum. Occaecati repudiandae fugiat explicabo nobis neque ducimus delectus. Eius non in repudiandae sed corrupti rerum inventore.",이영진,gimjia@example.net,기타,고급,25,True,2024-09-21 19:22:19.186641
196,Labore nulla at dignissimos nostrum nemo maxime ullam corrupti perferendis.?,"Voluptatem eius repellendus nobis accusantium. Deserunt nulla quod voluptate.
Explicabo alias minima sapiente. Voluptates mollitia eius assumenda cupiditate. Excepturi nulla molestias animi voluptate animi sequi.
Inventore odit eaque. Cumque deleniti natus eos accusantium possimus. Nam optio quo quo.
Vitae ab illo. Quidem nobis ex ratione.
Laudantium omnis dolore odit. Temporibus voluptatibus aut dolorem necessitatibus.",이예은,yeongsugim@example.net,학습,중급,14,True,2025-05-17 05:41:22.165903
197,Odit officia corrupti tempore repellat.?,"Quam unde vitae soluta animi. Numquam veniam officiis libero veritatis id tempora. Aspernatur consectetur dignissimos eius ducimus facere officiis.
Consequatur distinctio ullam quidem earum dolorum est dicta. Omnis consectetur officiis omnis ipsam alias culpa ex. Reiciendis dolorum sequi voluptates deleniti.
Maiores modi corrupti exercitationem dolore.
Rerum nobis deserunt odit aspernatur doloremque. Possimus suscipit cupiditate error vel suscipit. Perferendis ea saepe laudantium.",전순자,hansunja@example.net,학습,중급,25,False,2024-07-08 06:06:17.946112
198,Voluptatem veniam atque non eos explicabo.?,"Quis perspiciatis eligendi repellendus.
Labore error rerum atque. Quasi temporibus molestiae rerum a quas. Illo perspiciatis minima esse.
Dicta quo vitae quaerat veniam. Libero aut explicabo corporis recusandae ipsum id. Tempore nihil excepturi aspernatur animi cumque.
Architecto tempore suscipit excepturi cumque cupiditate tempore. Corrupti amet mollitia architecto iste autem nam. Sapiente consectetur eum numquam omnis itaque praesentium vero.",이시우,xcoe@example.net,건강,고급,22,True,2025-03-18 05:33:33.722535
199,Assumenda dolorum eligendi rerum deserunt id similique ex non sed.?,"Tenetur ullam consectetur earum ea. Ipsum debitis beatae repellendus. Consectetur unde aut ipsa eligendi maxime. Voluptas porro voluptates a suscipit dolorem voluptate.
Soluta eveniet tempore expedita harum quasi non nemo. Cupiditate excepturi odit nostrum ea corporis.
Iste enim accusantium adipisci. Quasi distinctio eos tenetur. Magni voluptatum at eaque consequuntur.
Sit iure quia pariatur nam. Animi accusamus quam. Vitae tempora magnam inventore iste error hic laboriosam.",이지우,osubin@example.org,학습,중급,6,True,2025-04-21 03:51:22.801355
200,Labore expedita libero pariatur aliquid nulla enim.?,"Sint aut exercitationem quisquam fugit. Aliquid sequi aspernatur. Similique pariatur consequatur quo debitis iure. Modi temporibus harum odit.
Asperiores corporis nesciunt qui rerum. Inventore necessitatibus maiores vitae minima sequi qui.
Eius vero perspiciatis voluptatem fuga. Qui alias necessitatibus fugit sed. Illo incidunt consequuntur perspiciatis quasi asperiores eligendi.
Corporis modi consequatur ratione suscipit. Molestiae neque nulla illo numquam.",지영호,eunyeong69@example.com,취업,초급,54,False,2024-06-28 23:32:36.596133
201,Laborum magnam reprehenderit tenetur dolor suscipit ut.?,"Ullam labore possimus fuga. Culpa quos quo iure.
Consequuntur animi animi similique nam odit minima mollitia. Accusantium vitae molestias ea.
Nihil ut ex dolor. Eaque hic veniam doloribus rem aspernatur quis dolore.
Esse modi deleniti perferendis. Est debitis exercitationem aut quas nihil asperiores voluptates.
In provident rem id eligendi quibusdam. Aliquam illum aspernatur dolores.
Ipsum omnis a reprehenderit perspiciatis assumenda.",김경수,obag@example.com,기타,고급,42,True,2025-03-10 06:02:24.002779
